Date,Name / Description,Account,Counterparty,Code,Debit/credit,Amount (PLN),Transaction type,Notifications
2024-12-31,Euronet ATM,PL45116022020000000478251704,Euronet ATM,,D,200.0,ATM Withdrawl,
2024-10-11,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-05-02,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,5772.55,Salary,
2025-04-16,KFC,PL45116022020000000478251704,KFC,,D,178.38,Dining,
2024-12-31,Warta,PL45116022020000000478251704,Warta,,D,546.96,Insurance,
2024-08-14,PKO BP ATM,PL45116022020000000478251704,PKO BP ATM,,D,300.0,ATM Withdrawl,
2024-08-13,McDonald's,PL45116022020000000478251704,McDonald's,,D,59.12,Dining,
2025-05-30,PKO BP ATM,PL45116022020000000478251704,PKO BP ATM,,D,300.0,ATM Withdrawl,
2024-07-12,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-07-01,Netia,PL45116022020000000478251704,Netia,,D,423.68,Utilities,
2024-07-07,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,8546.19,Salary,
2025-05-08,PKO BP Branch,PL45116022020000000478251704,PKO BP Branch,,C,1197.16,Cash Deposit,
2025-05-20,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-07-09,Netia,PL45116022020000000478251704,Netia,,D,245.46,Utilities,
2024-07-30,Pizza Hut,PL45116022020000000478251704,Pizza Hut,,D,387.34,Dining,
2024-10-31,Allegro.pl,PL45116022020000000478251704,Allegro.pl,,D,203.57,Entertainment,
2024-11-08,Netia,PL45116022020000000478251704,Netia,,D,570.03,Utilities,
2024-09-29,Euronet ATM,PL45116022020000000478251704,Euronet ATM,,D,500.0,ATM Withdrawl,
2024-11-04,Uber,PL45116022020000000478251704,Uber,,D,197.01,Transport,
2024-11-20,McDonald's,PL45116022020000000478251704,McDonald's,,D,268.85,Dining,
2025-02-06,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,15112.75,Salary,
2025-05-08,PKO BP ATM,PL45116022020000000478251704,PKO BP ATM,,D,300.0,ATM Withdrawl,
2025-02-05,Euronet ATM,PL45116022020000000478251704,Euronet ATM,,D,500.0,ATM Withdrawl,
2025-01-05,Compensa,PL45116022020000000478251704,Compensa,,D,516.28,Insurance,
2024-11-18,KFC,PL45116022020000000478251704,KFC,,D,261.86,Dining,
2024-10-25,Pizza Hut,PL45116022020000000478251704,Pizza Hut,,D,470.74,Dining,
2025-04-15,PGNiG,PL45116022020000000478251704,PGNiG,,D,202.03,Utilities,
2025-05-24,PKP Intercity,PL45116022020000000478251704,PKP Intercity,,D,327.21,Transport,
2024-12-01,ZUS,PL45116022020000000478251704,ZUS,,D,534.79,Tax,
2024-08-10,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-02-18,PKP Intercity,PL45116022020000000478251704,PKP Intercity,,D,538.46,Transport,
2024-07-16,Netflix,PL45116022020000000478251704,Netflix,,D,492.47,Entertainment,
2024-08-22,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-12-18,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-10-24,Biedronka,PL45116022020000000478251704,Biedronka,,D,40.11,Groceries,
2024-07-13,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,14499.85,Salary,
2025-03-29,Spotify,PL45116022020000000478251704,Spotify,,D,212.37,Entertainment,
2025-01-19,Żabka,PL45116022020000000478251704,Żabka,,D,318.61,Groceries,
2024-08-04,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,8521.88,Salary,
2024-08-22,Żabka,PL45116022020000000478251704,Żabka,,D,291.47,Groceries,
2025-02-19,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-01-08,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,9228.7,Salary,
2024-08-08,Bolt,PL45116022020000000478251704,Bolt,,D,204.11,Transport,
2024-08-08,Biedronka,PL45116022020000000478251704,Biedronka,,D,342.52,Groceries,
2025-02-13,Lidl,PL45116022020000000478251704,Lidl,,D,131.35,Groceries,
2025-03-03,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-06-18,PKO BP Branch,PL45116022020000000478251704,PKO BP Branch,,C,1289.85,Cash Deposit,
2025-04-28,KFC,PL45116022020000000478251704,KFC,,D,358.59,Dining,
2025-03-11,Bolt,PL45116022020000000478251704,Bolt,,D,542.28,Transport,
2025-05-25,PGNiG,PL45116022020000000478251704,PGNiG,,D,524.75,Utilities,
2025-02-13,Lidl,PL45116022020000000478251704,Lidl,,D,582.43,Groceries,
2024-11-12,US Bemowo,PL45116022020000000478251704,US Bemowo,,D,149.3,Tax,
2024-10-29,ING Branch,PL45116022020000000478251704,ING Branch,,C,599.13,Cash Deposit,
2025-03-16,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-08-15,Biedronka,PL45116022020000000478251704,Biedronka,,D,330.74,Groceries,
2025-02-10,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,6531.43,Salary,
2024-09-06,Pizza Hut,PL45116022020000000478251704,Pizza Hut,,D,580.59,Dining,
2025-02-07,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,13983.21,Salary,
2025-03-21,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,15353.74,Salary,
2025-05-01,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,12725.95,Salary,
2024-07-31,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,11365.39,Salary,
2025-04-30,PKO BP Branch,PL45116022020000000478251704,PKO BP Branch,,C,1920.68,Cash Deposit,
2025-02-12,PZU,PL45116022020000000478251704,PZU,,D,251.6,Insurance,
2025-05-23,McDonald's,PL45116022020000000478251704,McDonald's,,D,33.91,Dining,
2025-06-07,UPC,PL45116022020000000478251704,UPC,,D,383.5,Utilities,
2024-09-19,Biedronka,PL45116022020000000478251704,Biedronka,,D,593.35,Groceries,
2025-02-19,McDonald's,PL45116022020000000478251704,McDonald's,,D,146.06,Dining,
2024-08-30,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,5093.23,Salary,
2024-09-23,US Bemowo,PL45116022020000000478251704,US Bemowo,,D,343.23,Tax,
2024-11-24,McDonald's,PL45116022020000000478251704,McDonald's,,D,408.32,Dining,
2025-05-14,Allegro.pl,PL45116022020000000478251704,Allegro.pl,,D,465.07,Entertainment,
2025-05-03,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,6321.41,Salary,
2025-01-30,Spotify,PL45116022020000000478251704,Spotify,,D,59.4,Entertainment,
2025-04-22,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-04-22,PKO BP ATM,PL45116022020000000478251704,PKO BP ATM,,D,300.0,ATM Withdrawl,
2024-10-05,Uber,PL45116022020000000478251704,Uber,,D,162.66,Transport,
2024-11-19,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,13517.22,Salary,
2025-02-18,Spotify,PL45116022020000000478251704,Spotify,,D,195.55,Entertainment,
2024-09-06,PKP Intercity,PL45116022020000000478251704,PKP Intercity,,D,293.12,Transport,
2025-06-19,Warta,PL45116022020000000478251704,Warta,,D,590.48,Insurance,
2024-07-19,ING Branch,PL45116022020000000478251704,ING Branch,,C,2955.58,Cash Deposit,
2025-02-05,Empik,PL45116022020000000478251704,Empik,,D,529.74,Entertainment,
2025-05-16,Netia,PL45116022020000000478251704,Netia,,D,235.37,Utilities,
2025-03-25,PKP Intercity,PL45116022020000000478251704,PKP Intercity,,D,536.46,Transport,
2025-02-12,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,11598.25,Salary,
2024-07-07,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,15306.64,Salary,
2025-02-26,KFC,PL45116022020000000478251704,KFC,,D,564.5,Dining,
2024-11-21,Biedronka,PL45116022020000000478251704,Biedronka,,D,151.19,Groceries,
2025-04-09,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-10-25,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,8153.74,Salary,
